name,birth,incoming_links,outgoing_links,page,latitude,longitude
François Guizot,,,Karl Marx:,/wiki/Fran%C3%A7ois_Guizot,FILL,FILL
Hugo Grotius, (1583–1645),Justus Lipsius:Alberico Gentili:Francisco Suárez:Jean Bodin:,Samuel von Pufendorf:Thomas Hobbes:Gottfried Wilhelm Leibniz:Richard Cumberland:Jean Barbeyrac:John Locke:Christian Thomasius:Cornelius van Bynkershoek:John Selden:Vico:John Milton:Jean-Jacques Rousseau:Gustav II Adolf:Baruch Spinoza:,/wiki/Hugo_Grotius,FILL,FILL
James Mark Baldwin,,,Jean Piaget:,/wiki/James_Mark_Baldwin,FILL,FILL
Michael Frede, (1940–2007),et:de:Günther Patzig:,Michael Forster:,/wiki/Michael_Frede,FILL,FILL
Ernesto Laclau, (1935–2014),Lacan:Marx:Rorty:Saussure:Husserl:Gramsci:Althusser:Derrida:Ramos:Hobsbawm:Wittgenstein:Foucault:,Errejón:Norval:Critchley:Butler:Marchart:Stavrakakis:Žižek:,/wiki/Ernesto_Laclau,FILL,FILL
Terence,,,Augustine of Hippo:,/wiki/Terence,FILL,FILL
Emile Boutroux, (1845–1921),Maine de Biran:,Émile Durkheim:Maurice Blondel:,/wiki/Emile_Boutroux,FILL,FILL
Cato the Elder,,,Henry David Thoreau:,/wiki/Cato_the_Elder,FILL,FILL
Agrippa,,,Sextus Empiricus:,/wiki/Agrippa_the_Skeptic,FILL,FILL
Marquis de Sade,,,Georges Bataille:,/wiki/Marquis_de_Sade,FILL,FILL
Ortlepp,,,Friedrich Nietzsche:,/wiki/Ernst_Ortlepp,FILL,FILL
Hellenistic philosophy,,,Al-Kindi:,/wiki/Hellenistic_philosophy,FILL,FILL
Mahasweta Devi,,,Gayatri Chakravorty Spivak:,/wiki/Mahasweta_Devi,FILL,FILL
Kostas Axelos,,,Henri Lefebvre:,/wiki/Kostas_Axelos,FILL,FILL
R. D. Laing,,,Avital Ronell:,/wiki/R._D._Laing,FILL,FILL
Henry David Thoreau, (1817–1862),Aeschylus:Aristotle:Thomas Carlyle:Charles Darwin:Étienne de La Boétie:Indian philosophy:Cato the Elder:Alexander von Humboldt:Ralph Waldo Emerson:Pindar:Homer:,Walt Whitman:Leo Tolstoy:Mahatma Gandhi:Martin Luther King Jr.:John Zerzan:George Bernard Shaw:Sinclair Lewis:E. O. Wilson:W. B. Yeats:Stanley Cavell:Marcel Proust:E. B. White:Christopher McCandless:John Muir:John F. Kennedy:Emma Goldman:Glenn Gould:Upton Sinclair:Ernest Hemingway:B. F. Skinner:,/wiki/Henry_David_Thoreau,FILL,FILL
Goldsmith,,,Louis Gabriel Ambroise de Bonald:,/wiki/Oliver_Goldsmith,FILL,FILL
Alberto González Domínguez,,,Mario Bunge:,/wiki/Alberto_Gonz%C3%A1lez_Dom%C3%ADnguez,FILL,FILL
Richard Whately,,,John Henry Newman:,/wiki/Richard_Whately,FILL,FILL
G. E. M. Anscombe, (1918–2001),Peter Geach:Ludwig Wittgenstein:Thomas Aquinas:,Charles Taylor:Alasdair MacIntyre:Roger Scruton:Donald Davidson:Michael Dummett:Thomas Nagel:John Searle:Brian Davies:Anthony Kenny:Iris Murdoch:Philippa Foot:,/wiki/G._E._M._Anscombe,FILL,FILL
John Spencer,,,Karl Leonhard Reinhold:,/wiki/John_Spencer_(priest),FILL,FILL
Gayle Rubin,,,Judith Butler:,/wiki/Gayle_Rubin,FILL,FILL
Wolfhart Pannenberg, (1928–2014),Karl Barth:Edmund Schlink:G. W. F. Hegel:Hans von Campenhausen:Karl Löwith:Gerhard von Rad:,Carl Braaten:Roger Olson:Ted Peters:Robert Jenson:Jon Sobrino:,/wiki/Wolfhart_Pannenberg,FILL,FILL
Antonio Negri, (born 1933),Carl Schmitt:Mario Tronti:György Lukács:Félix Guattari:Michel Foucault:Baruch Spinoza:Augustine of Hippo:Karl Marx:Jacques Camatte:Jean Baudrillard:Niccolò Machiavelli:Galvano Della Volpe:Antonio Gramsci:Thomas Hobbes:Henri Lefebvre:Gilles Deleuze:Louis Althusser:G. W. F. Hegel:Raya Dunayevskaya:,Tiqqun:Hugo Chávez:Leopoldina Fortunati:Michael Hardt:Richard J. F. Day:,/wiki/Antonio_Negri,FILL,FILL
Thomas White,,,Thomas Hobbes:,/wiki/Thomas_White_(scholar),FILL,FILL
Joseph de Maistre, (1753–1821),Saint-Martin:Malebranche:Socrates:Voltaire:Hume:Rousseau:Augustine:Aristotle:More:Plutarch:Origen:Erasmus:Descartes:Bible:Plato:Montesquieu:Church Fathers:Aquinas:Vico:Bonald:Fénelon:Gibbon:Burke:Tertullian:Bossuet:,Walsh:Lewis:Yockey:Donoso:Chesterton:Saint-Bonnet:Schmitt:Maurras:Cioran:Benson:Boutang:Rosmini:Girard:MacDonald:Baudelaire:von Haller:Ljotić:Veuillot:Kirk:Buckley:Evola:Newman:Barbey:Belloc:Lévi:Bonald:Guénon:Bernanos:Carroll:Bloy:Saint-Simon:Comte:Tolkien:,/wiki/Joseph_de_Maistre,FILL,FILL
Giovanni Pico della Mirandola, (1463–1494),Aristotle:Nicholas of Cusa:Plato:Pseudo-Dionysius:Chaldean Oracles:Neoplatonism:Marsilio Ficino:Kabbalah:,Sir Thomas More:Erasmus:John Colet:Thomas Cajetan:,/wiki/Giovanni_Pico_della_Mirandola,FILL,FILL
David Papineau, (born 1947),Ian Hacking:,Stathis Psillos:,/wiki/David_Papineau,FILL,FILL
Donald Davidson (philosopher), (1917–2003),Feigl:Russell:Wittgenstein:Quine:Goodman:Kant:Frege:Tarski:,Colin McGinn:Michael Dummett:Robert Brandom:Mark Bevir:Tyler Burge:Ernest Lepore:Kirk Ludwig:Jeff Malpas:John McDowell:Richard Rorty:,/wiki/Donald_Davidson_(philosopher),FILL,FILL
Avicenna,"), (980–1037)",Aristotle:Galen:Al-Biruni:Abul Hasan Hankari:Neoplatonism:al-Masihi:al-Farabi:Rhazes:Hippocrates:,Ibn Rushd:Omar Khayyám:Shahab al-Din Suhrawardi:Al-Biruni:Albertus Magnus:Tusi:Duns Scotus:Aquinas:Abu 'Ubayd al-Juzjani:Enlightenment philosophers:Hossein Nasr:René Descartes:Ibn Tufail:William of Ockham:Ibn al-Nafis:Maimonides:,/wiki/Avicenna,FILL,FILL
Marcus George Singer,,,Claudia Card:,/wiki/Marcus_Ge,FILL,FILL
Reclus,,,Peter Kropotkin:,/wiki/%C3%89lis%C3%A9e_Reclus,FILL,FILL
Riezler,,,Leo Strauss:,/wiki/Kurt_Riezler,FILL,FILL
Monica Furlong,,,Alan Watts:,/wiki/Monica_Furlong,FILL,FILL
Giles of Rome, (c. 1243–1316),Pseudo-Dionysius the Areopagite:Aristotle:Proclus:Averroes:Anselm:Thomas Aquinas:Avicenna:Augustine:,Thomas of Strasburg:James of Viterbo:,/wiki/Giles_of_Rome,FILL,FILL
Danilo I,,,Petar II Petrović-Njegoš:,"/wiki/Danilo_I,_Metropolitan_of_Cetinje",FILL,FILL
Karl Jaspers, (1883–1969),Immanuel Kant:Nicolaus Cusanus:Max Weber:Søren Kierkegaard:Georg Wilhelm Friedrich Hegel:Martin Heidegger:Spinoza:Friedrich Nietzsche:Meister Eckhart:,William A. Earle:Paul Ricœur:Heinrich Blücher:Hans-Georg Gadamer:Hannah Arendt:,/wiki/Karl_Jaspers,FILL,FILL
Friedrich Engels, (1820–1895),Hegel:Fourier:Marx:Hess:Feuerbach:Heraclitus:Morgan:Goethe:Ricardo:Smith:Rousseau:Stirner:,List of Marxists:,/wiki/Friedrich_Engels,FILL,FILL
Heiberg,,,Søren Kierkegaard:,/wiki/Johan_Ludvig_Heiberg_(poet),FILL,FILL
Guy Debord, (1931–1994),Isidore Isou:Dada:Andre Breton:Henri Lefebvre:Friedrich Engels:Comte de Lautréamont:Karl Marx:Anton Pannekoek:Frankfurt School:György Lukács:Cornelius Castoriadis:Georges Bataille:G. W. F. Hegel:Marquis de Sade:Jean-Paul Sartre:,Giorgio Agamben:Paul Virilio:Ken Knabb:Tiqqun:Post-left anarchy:May 1968:Jean Baudrillard:John Zerzan:Punk rock:,/wiki/Guy_Debord,FILL,FILL
Herodotus,,,Giambattista Vico:,/wiki/Herodotus,FILL,FILL
Virgil,,,Augustine of Hippo:,/wiki/Virgil,FILL,FILL
Gilles Deleuze, (1925–1995),Wahl:Uexküll:Hyppolite:Lawrence:Scotus:Spinoza:Hume:Klossowski:Leibniz:Simondon:Proust:Kant:Canguilhem:Alquié:Lacan:Bergson:Shestov:Whitehead:Althusser:Sartre:Freud:Foucault:Kafka:Nietzsche:Marx:Bateson:Burroughs:Beckett:Peirce:Gandillac:Borges:,DeLanda:Land:Latour:Massumi:Badiou:Guattari:Sloterdijk:Reynolds:Shapiro:Brassier:Grosz:Bryant:Agamben:Fisher:Hardt:Foucault:Pelbart:Stiegler:Negri:Braidotti:,/wiki/Gilles_Deleuze,FILL,FILL
Yang Chu, (370–319 BC),,Mencius:Max Stirner:,/wiki/Yang_Chu,FILL,FILL
Pietro Giordani,,,Giacomo Leopardi:,/wiki/Pietro_Giordani,FILL,FILL
Curry,,,Saul Kripke:,/wiki/Haskell_Curry,FILL,FILL
Anne Conway,,,Gottfried Leibniz:,/wiki/Anne_Conway_(philosopher),FILL,FILL
Thomas Walker Arnold,,,Muhammad Iqbal:,/wiki/Thomas_Walker_Arnold,FILL,FILL
Gierke,,,Leo Strauss:,/wiki/Otto_von_Gierke,FILL,FILL
Friedrich Forberg,,,Hans Vaihinger:,/wiki/Friedrich_Karl_Forberg,FILL,FILL
Paul of Venice, (1369–1429),Walter Burley:Aristotle:John Wycliffe:Albertus Magnus:Averroes:Giles of Rome:Augustine:Duns Scotus:Thomas Aquinas:,Paolo da Pergola:Gaetano da Thiene:,/wiki/Paul_of_Venice,FILL,FILL
G. L. Boggs,,,Cornelius Castoriadis:,/wiki/Grace_Lee_Boggs,FILL,FILL
Ruth Barcan Marcus, (1921–2012),Willard Van Orman Quine:Arthur Prior:,Saul Kripke:Timothy Williamson:,/wiki/Ruth_Barcan_Marcus,FILL,FILL
Nizan,,,Jean-Paul Sartre:,/wiki/Paul_Nizan,FILL,FILL
E. H. Weber,,,Hermann Lotze:,/wiki/Ernst_Heinrich_Weber,FILL,FILL
Francis Hutcheson (philosopher), (1694–1746),Samuel Pufendorf:John Locke:Richard Cumberland:Shaftesbury:Cicero:,David Hume:Jeremy Bentham:Adam Smith:Joseph Butler:,/wiki/Francis_Hutcheson_(philosopher),FILL,FILL
Roger Bacon, (1214–1294),Al Kindi:Aristotle:Adam Marsh:Albumasar:Averroes:Avicenna:William of Sherwood:Ibn al-Haytham:Robert Grosseteste:Al Farabi:,Francis Bacon:Juan Bautista Alberdi:Thomas Hobbes:,/wiki/Roger_Bacon,FILL,FILL
List of writers influenced by Aristotle,,,Aristotle:,/wiki/List_of_writers_influenced_by_Aristotle,FILL,FILL
Guido Beck,,,Mario Bunge:,/wiki/Guido_Beck,FILL,FILL
Adelard of Bath, (12th century),Euclid:Aristotle:Plato:Islamic philosophy:,William of Conches:Roger Bacon:Hugh of Saint Victor:Isaac of Stella:Robert Grosseteste:Peter Abelard:,/wiki/Adelard_of_Bath,FILL,FILL
David Lewis (philosopher), (1941–2001),Strawson:Thomas Schelling:Ryle:Carnap:Quine:Smart:Hume:Leibniz:,Peter Railton:Stathis Psillos:L.A. Paul:Mark Johnston:David Velleman:John Hawthorne:Dean Zimmerman:Gideon Rosen:Barry Loewer:Bob Brandom:Ted Sider:,/wiki/David_Lewis_(philosopher),FILL,FILL
Luigi Einaudi,,,Norberto Bobbio:,/wiki/Luigi_Einaudi,FILL,FILL
Olsen,,,Søren Kierkegaard:,/wiki/Regine_Olsen,FILL,FILL
At-Turtushi,,,Ibn Khaldun:,/wiki/Abu_Bakr_al-Turtushi,FILL,FILL
Krauss,,,Leo Strauss:,/wiki/Paul_Kraus_(Arabist),FILL,FILL
Jacques Chevalier,,,Emmanuel Mounier:,/wiki/Jacques_Chevalier,FILL,FILL
Miguel de Cervantes,,,Denis Diderot:,/wiki/Miguel_de_Cervantes,FILL,FILL
Marc Sangnier,,,Emmanuel Mounier:,/wiki/Marc_Sangnier,FILL,FILL
Otto Weininger, (1880–1903),Arthur Schopenhauer:Immanuel Kant:,Ludwig Wittgenstein:James Joyce:August Strindberg:,/wiki/Otto_Weininger,FILL,FILL
Alcmaeon of Croton, (5th century BC),Pythagoras:,Calcidius:Aristotle:Galen:Favorinus:Plutarch:Stobaeus:,/wiki/Alcmaeon_of_Croton,FILL,FILL
Stéphane Mallarmé,,,Alain Badiou:,/wiki/St%C3%A9phane_Mallarm%C3%A9,FILL,FILL
Hafez,,,Ralph Waldo Emerson:,/wiki/Hafez,FILL,FILL
Sidney Hook, (1902–1989),Morris Raphael Cohen:John Dewey:Karl Marx:Bertrand Russell:,Paul Kurtz:Barbara Branden:Lionel Trilling:Morris Janowitz:,/wiki/Sidney_Hook,FILL,FILL
Heinz von Foerster,,,Edgar Morin:,/wiki/Heinz_von_Foerster,FILL,FILL
Johannes Nikolaus Tetens, (1736–1807),David Hume:Gottfried Wilhelm Leibniz:John Locke:Christian Wolff:,Immanuel Kant:,/wiki/Johannes_Nikolaus_Tetens,FILL,FILL
German mysticism,,,Arthur Schopenhauer:,/wiki/Friends_of_God,FILL,FILL
Raya Dunayevskaya, (1910–1987),Leon Trotsky:Frantz Fanon:Friedrich Engels:Georg Wilhelm Friedrich Hegel:Karl Marx:Rosa Luxemburg:Vladimir Lenin:,Cyril Smith:Kevin B. Anderson:Andrew Kliman:Erich Fromm:,/wiki/Raya_Dunayevskaya,FILL,FILL
Bloch,,,Theodor Adorno:,/wiki/Ernst_Bloch,FILL,FILL
Archytas, (428–347 BC),Philolaus:,Menaechmus:Eudoxus of Cnidus:,/wiki/Archytas,FILL,FILL
Jakob Böhme, (1575–1624),Paracelsus:Kaspar von Schwenkfeld:Valentine Weigel:,Hegel:Friedrich Wilhelm Joseph Schelling:John Amos Comenius:Paul Tillich:John Pordage:Schopenhauer:Nikolai Berdyaev:,/wiki/Jakob_B%C3%B6hme,FILL,FILL
Zoroaster,,,Friedrich Nietzsche:,/wiki/Zoroaster,FILL,FILL
Thomas Müntzer,,,Ernst Bloch (philosopher):,/wiki/Thomas_M%C3%BCntzer,FILL,FILL
Klossowski,,,Gilles Deleuze:,/wiki/Pierre_Klossowski,FILL,FILL
Karl Julius Schröer,,,Rudolf Steiner:,/wiki/Karl_Julius_Schr%C3%B6er,FILL,FILL
Gregory of Rimini, (d. 1358),Petrus Aureolus:William of Ockham:Augustine:,Pope Alexander V:Pierre d'Ailly:Hugolino of Orvieto:Martin Luther:James of Eltville:Henry of Langenstein:Marsilius of Inghen:Pierre Ceffons:,/wiki/Gregory_of_Rimini,FILL,FILL
Goffman,,,Michel Foucault:,/wiki/Erving_Goffman,FILL,FILL
Thomas Hobbes, (1588–1679),Niccolò Machiavelli:Aristotle:Plato:Roger Bacon:Tacitus:Robert Grosseteste:René Descartes:Hugo Grotius:Thomas White:Francis Bacon:William of Ockham:Epicurus:Paolo Sarpi:Thucydides:Cicero:,legal:sociology:political:,/wiki/Thomas_Hobbes,FILL,FILL
Burroughs,,,Gilles Deleuze:,/wiki/William_S._Burroughs,FILL,FILL
George Santayana, (1863–1952),Aristotle:Plato:Lucretius:Democritus:William James:Spinoza:Schopenhauer:,Wallace Stevens:Russel Kirk:Glenn Gould:John Lachs:,/wiki/George_Santayana,FILL,FILL
Philodemus, (1st century BC),Zeno of Sidon:Epicurus:,Virgil:Horace:,/wiki/Philodemus,FILL,FILL
Willard Gibbs,,,Pierre Duhem:,/wiki/Josiah_Willard_Gibbs,FILL,FILL
Monica,,,Augustine of Hippo:,/wiki/Saint_Monica,FILL,FILL
Ruth Fuller Sasaki,,,Alan Watts:,/wiki/Ruth_Fuller_Sasaki,FILL,FILL
Jean Buridan, (1300–1358),William of Ockham:Aristotle:Thomas Bradwardine:Porphyry:John Philoponus:Peter of Spain:,Galileo:Nicholas of Cusa:Nicole Oresme:Peter of Ailly:Albert of Saxony:Marsilius of Inghen:Copernicus:,/wiki/Jean_Buridan,FILL,FILL
Ellen Meiksins Wood,,,Gáspár Miklós Tamás:,/wiki/Ellen_Meiksins_Wood,FILL,FILL
Guillaume Budé,,,John Colet:,/wiki/Guillaume_Bud%C3%A9,FILL,FILL
Jürgen Habermas, (born 1929),Adorno:Rawls:Dewey:Marcuse:Schelling:Horkheimer:Mead:Kant:Dilthey:Durkheim:Bühler:Parsons:Abendroth:Freud:Wittgenstein:Apel:Kierkegaard:Hegel:Austin:Marx:Peirce:Heidegger:Weber:Piaget:,Benhabib:Honneth:Kompridis:Friedman:Offe:McCarthy:Wilber:Forst:Gould:Fraser:Hoppe:,/wiki/J%C3%BCrgen_Habermas,FILL,FILL
Thomas Jefferson, (1743–1826),Destutt de Tracy:William Robertson:Montesquieu:Isaac Newton:John Locke:Voltaire:Jesus of Nazareth:Bolingbroke:William Blackstone:Francis Bacon:David Hume:Edward Gibbon:,Benjamin Tucker:Albert Jay Nock:James Monroe:,/wiki/Thomas_Jefferson,FILL,FILL
Richard Rorty, (1931–2007),Isaiah Berlin:Jacques Derrida:Walter Rauschenbusch:Michel Foucault:Thomas Kuhn:Donald Davidson:Martin Heidegger:Jean-François Lyotard:William James:Ludwig Wittgenstein:Wilfrid Sellars:John Dewey:John Rawls:Leo Strauss:Hubert Dreyfus:Friedrich Nietzsche:W. V. O. Quine:,Jeffrey Stout:Richard J. Bernstein:Cornel West:Richard Posner:Gianni Vattimo:Robert Brandom:Laurence BonJour:Jurgen Habermas:Chantal Mouffe:Alice Crary:Michael Williams:John McDowell:,/wiki/Richard_Rorty,FILL,FILL
John Wyclif, (c. 1330 – 1384),Thomas Bradwardine:Richard Fitzralph:Roger Bacon:William of Ockham:Robert Grosseteste:Augustine of Hippo:,William Tyndale:Huldrych Zwingli:Martin Luther:Henry VIII:John Calvin:Jan Hus:,/wiki/John_Wyclif,FILL,FILL
Vittorio Alfieri,,,Giacomo Leopardi:,/wiki/Vittorio_Alfieri,FILL,FILL
Jean-Baptiste Say,,,"Claude Henri de Rouvroy, Comte de Saint-Simon:",/wiki/Jean-Baptiste_Say,FILL,FILL
Aimé Césaire,,,Frantz Fanon:,/wiki/Aim%C3%A9_C%C3%A9saire,FILL,FILL
Klein,,,Leo Strauss:,/wiki/Jacob_Klein_(philosopher),FILL,FILL
Lermontov,,,Lev Shestov:,/wiki/Mikhail_Lermontov,FILL,FILL
George Boole, (1815–1864),Aristotle:Leibniz:Newton:Spinoza:,Shannon:MacColl:Keynes:Johnson:Jevons:Shestakov:Peirce:De Morgan:,/wiki/George_Boole,FILL,FILL
Svetozar Marković, (1846–1875),Karl Marx:Nikolai Chernyshevsky:,Ljubodrag Simonović:Nikola Pašić:,/wiki/Svetozar_Markovi%C4%87,FILL,FILL
Alexander of Hales, (died 1245),Aristotle:Bernard of Clairvaux:Peter Lombard:Pseudo-Dionysius:St. Anselm:St. Augustine:Richard of Saint Victor:,Richard Rufus of Cornwall:Bonaventure:Alexander Carpenter:,/wiki/Alexander_of_Hales,FILL,FILL
Leucippus, (5th century BC),Milesian School:Zeno of Elea:,Democritus:,/wiki/Leucippus,FILL,FILL
Richard of Saint Victor,,,Alexander of Hales:,/wiki/Richard_of_Saint_Victor,FILL,FILL
Jacobin,,,Thomas Paine:,/wiki/Jacobin,FILL,FILL
Bateson,,,Gilles Deleuze:,/wiki/Gregory_Bateson,FILL,FILL
Max Scheler, (1874–1928),Edmund Husserl:Wilhelm Dilthey:Franz Brentano:Rudolf Eucken:Henri Bergson:Theodor Lipps:Carl Stumpf:Blaise Pascal:Georg Simmel:Friedrich Nietzsche:,Viktor Frankl:Nicolai Hartmann:Edith Stein:Karol Wojtyła:Martin Heidegger:Dietrich von Hildebrand:Ortega y Gasset:Maurice Merleau-Ponty:Martin Buber:,/wiki/Max_Scheler,FILL,FILL
Émile Meyerson,,,Gaston Bachelard:,/wiki/%C3%89mile_Meyerson,FILL,FILL
Kracauer,,,Theodor Adorno:,/wiki/Siegfried_Kracauer,FILL,FILL
Laozi,,,Martin Heidegger:,/wiki/Laozi,FILL,FILL
Richard Swinburne, (born 1934),Rudolf Carnap:Aristotle:Plato:Carl Hempel:René Descartes:Thomas Aquinas:,Keith Ward:William Lane Craig:Antony Flew:Dean Zimmerman:Brian Davies:,/wiki/Richard_Swinburne,FILL,FILL
Marcus Aurelius, (121–180),Epictetus:Heraclitus:Quintus:Apollonius:Socrates:Sextus of Chaeronea:,Stoic philosophy:,/wiki/Marcus_Aurelius,FILL,FILL
Christoph Martin Wieland,,,Karl Leonhard Reinhold:,/wiki/Christoph_Martin_Wieland,FILL,FILL
Mencius,) (372–289 BC),Zisi:Confucius:,Chinese philosophy:,/wiki/Mencius,FILL,FILL
18th-century English constitution,,,"Charles de Secondat, Baron de Montesquieu:",/wiki/Acts_of_Union_1707,FILL,FILL
Gerald Cohen, (1941–2009),Isaiah Berlin:Karl Marx:John Rawls:Gilbert Ryle:Louis Althusser:,Jonathan Wolff:Will Kymlicka:John Roemer:Larry Temkin:John McMurtry:Michael Otsuka:Euclid Tsakalotos:Alan Carter:,/wiki/Gerald_Cohen,FILL,FILL
Zhou Dunyi,,,Cheng Yi (philosopher):,/wiki/Zhou_Dunyi,FILL,FILL
Hebrew Bible,,,Leo Strauss:,/wiki/Hebrew_Bible,FILL,FILL
Jennifer Hornsby, (born 1951),Donald Davidson:John L. Austin:Bernard Williams:,Rae Langton:Nancy Bauer:,/wiki/Jennifer_Hornsby,FILL,FILL
Jamal al-Din al-Afghani, (1839–1897),Alpharabius:Avempace:Mulla Sadra:Nasir al-Din al-Tusi:Averroes:Mir Damad:Suhrawardi:Avicenna:,Saad Zaghloul:Maulana Azad:Mirza Reza Kermani:Muhammad Abduh:Rashid Rida:,/wiki/Jamal_al-Din_al-Afghani,FILL,FILL
Jan Łukasiewicz,,,Arthur Prior:,/wiki/Jan_%C5%81ukasiewicz,FILL,FILL
Hans Wilhelm Frei, (1922–1988),,George Lindbeck:William Placher:,/wiki/Hans_Wilhelm_Frei,FILL,FILL
Gottfried Leibniz, (1646–1716),Aristotle:Plato:Suárez:Ramon Llull:Malebranche:Euclid:Hobbes:Bossuet:Apollonius of Perga:Confucius:Spinoza:Archimedes:Descartes:Anne Conway:Hugo Grotius:Scholasticism:Pascal:,Rescher:Voltaire:Platner:Hume:Boole:Rousseau:Frege:Wolff:Gauss:Gödel:Kant:Wiener:Newman:Riemann:Rauschenbusch:Mandelbrot:Russell:Deleuze:Euler:Gibbon:Berkeley:Wundt:Lagrange:Peirce:Heidegger:Blondel:Tarski:,/wiki/Gottfried_Leibniz,FILL,FILL
Walther Mayer,,,Gustav Bergmann:,/wiki/Walther_Mayer,FILL,FILL
René Descartes, (1596–1650),Beeckman:Anselm:Elisabeth of the Palatinate:Sextus Empiricus:Augustine:Aristotle:Alhazen:Harvey:Jacobus Golius:Al-Ghazali:Duns Scotus:Plato:Suárez:Stoics:Montaigne:Aquinas:Averroes:Ockham:Archimedes:Teresa of Ávila:Mersenne:Viète:,Locke:Arnauld:Malebranche:Voltaire:Spinoza:Hume:Leibniz:Rousseau:Pascal:Husserl:Kant:Newton:Chomsky:Western philosophy:Nietzsche:Gibbon:Bossuet:Huygens:Schopenhauer:,/wiki/Ren%C3%A9_Descartes,FILL,FILL
Petrus Aureolus,,,Gregory of Rimini:,/wiki/Petrus_Aureolus,FILL,FILL
John Ruskin,,,Roger Scruton:,/wiki/John_Ruskin,FILL,FILL
George Frederick Stout, (1860–1944),James Ward:Christian von Ehrenfels:Kazimierz Twardowski:Franz Brentano:Alexius Meinong:Carl Stumpf:,G. E. Moore:Bertrand Russell:,/wiki/George_Frederick_Stout,FILL,FILL
Peter Kropotkin, (1842–1921),Nietzsche:Bakunin:Marx:Proudhon:Darwin:Guyau:Freud:Reclus:,Makhno:Žižek:Ward:Malatesta:Woodcock:Bookchin:Guérin:Rocker:Berkman:Chomsky:Tolstoy:Kōtoku:Wilde:Black:Gould:Goldman:Kafka:,/wiki/Peter_Kropotkin,FILL,FILL
Pre-Socratic philosophers,,,Eric Voegelin:,/wiki/Pre-Socratic_philosophy,FILL,FILL
Thomas Bradwardine, (c. 1290–1349),Robert Grosseteste:Anselm of Canterbury:,Jean Buridan:,/wiki/Thomas_Bradwardine,FILL,FILL
Franz Brentano, (1838–1917),Bernard Bolzano:Aristotle:Friedrich Adolf Trendelenburg:,Christian von Ehrenfels:Kazimierz Twardowski:Edmund Husserl:Martin Heidegger:Carl Menger:Alexius Meinong:Sigmund Freud:Tomáš Garrigue Masaryk:Vittorio Benussi:Carl Stumpf:George Stout:Rudolf Steiner:Anton Marty:,/wiki/Franz_Brentano,FILL,FILL
Silvio Gesell,,,Rudolf Steiner:,/wiki/Silvio_Gesell,FILL,FILL
John Lucas (philosopher), (born 1929),Kurt Gödel:,Roger Penrose:,/wiki/John_Lucas_(philosopher),FILL,FILL
Brethren of Purity,,,Ibn Sabin:,/wiki/Brethren_of_Purity,FILL,FILL
Darko Suvin,,,Fredric Jameson:,/wiki/Darko_Suvin,FILL,FILL
Gottlob Frege, (1848–1925),Kuno Fischer:Immanuel Kant:Hermann Lotze:Bruno Bauch:Bernard Bolzano:Benno Kerry:Ernst Abbe:Friedrich Adolf Trendelenburg:G. W. Leibniz:David Hume:Otto Liebmann:,Gershom Scholem:Rudolf Carnap:Edmund Husserl:Karl Popper:analytic tradition:Michael Dummett:Ludwig Wittgenstein:Bertrand Russell:Giuseppe Peano:,/wiki/Gottlob_Frege,FILL,FILL
Al-Khalil,,,Al-Kindi:,/wiki/Al-Khalil_ibn_Ahmad_al-Farahidi,FILL,FILL
Rumi,,,Muhammad Iqbal:,/wiki/Rumi,FILL,FILL
Axel Hägerström,,,Alf Niels Christian Ross:,/wiki/Axel_H%C3%A4gerstr%C3%B6m,FILL,FILL
Henry Jones,,,John Anderson (philosopher):,/wiki/Henry_Jones_(philosopher),FILL,FILL
Gaetano Mosca, (1858–1941),Aristotle:Max Weber:Karl Marx:Vilfredo Pareto:,Piero Gobetti:Gaetano Salvemini:C. Wright Mills:Samuel T. Francis:Seymour Martin Lipset:Robert Michels:Joseph Schumpeter:James Burnham:Antonio Gramsci:,/wiki/Gaetano_Mosca,FILL,FILL
Hans Thirring,,,Herbert Feigl:,/wiki/Hans_Thirring,FILL,FILL
Catharine MacKinnon,,,Martha Nussbaum:,/wiki/Catharine_A._MacKinnon,FILL,FILL
T. M. Scanlon, (born 1940),Saul Kripke:John Rawls:Immanuel Kant:Jean-Jacques Rousseau:,Thomas Nagel:Derek Parfit:Pamela Hieronymi:Christine Korsgaard:,/wiki/T._M._Scanlon,FILL,FILL
Bauch,,,Rudolf Carnap:,/wiki/Bruno_Bauch,FILL,FILL
Pierre Clastres,,,Marcel Gauchet:,/wiki/Pierre_Clastres,FILL,FILL
Monique Wittig,,,Judith Butler:,/wiki/Monique_Wittig,FILL,FILL
Johann Peter Eckermann,,,Avital Ronell:,/wiki/Johann_Peter_Eckermann,FILL,FILL
Aeschylus,,,Friedrich Nietzsche:,/wiki/Aeschylus,FILL,FILL
Jean Jaurès,,,Eduard Bernstein:,/wiki/Jean_Jaur%C3%A8s,FILL,FILL
German Romanticism,,,Wilhelm Dilthey:,/wiki/German_Romanticism,FILL,FILL
Anaximenes of Miletus, (6th century BC),Anaximander:Thales:,Scylax of Caryanda:Leucippus:Heraclitus:Diogenes of Apollonia:,/wiki/Anaximenes_of_Miletus,FILL,FILL
Michael Sandel, (born 1953),Charles Taylor:Aristotle:Immanuel Kant:Michael Walzer:John Locke:John Stuart Mill:John Rawls:,Richard David Precht:Ed Miliband:,/wiki/Michael_Sandel,FILL,FILL
